IMG/center_2016_12_10_14_38_49_465.jpg, IMG/left_2016_12_10_14_38_49_465.jpg, IMG/right_2016_12_10_14_38_49_465.jpg, 0, 0, 0, 1.880212
IMG/center_2016_12_10_14_38_49_572.jpg, IMG/left_2016_12_10_14_38_49_572.jpg, IMG/right_2016_12_10_14_38_49_572.jpg, 0, 0, 0, 1.863486
IMG/center_2016_12_10_14_38_49_695.jpg, IMG/left_2016_12_10_14_38_49_695.jpg, IMG/right_2016_12_10_14_38_49_695.jpg, 0, 0, 0, 1.846961
IMG/center_2016_12_10_14_38_49_834.jpg, IMG/left_2016_12_10_14_38_49_834.jpg, IMG/right_2016_12_10_14_38_49_834.jpg, 0, 0, 0, 1.827935
IMG/center_2016_12_10_14_38_49_962.jpg, IMG/left_2016_12_10_14_38_49_962.jpg, IMG/right_2016_12_10_14_38_49_962.jpg, 0, 0, 0, 1.811841
IMG/center_2016_12_10_14_38_50_062.jpg, IMG/left_2016_12_10_14_38_50_062.jpg, IMG/right_2016_12_10_14_38_50_062.jpg, 0, 0, 0, 1.798577
IMG/center_2016_12_10_14_38_50_192.jpg, IMG/left_2016_12_10_14_38_50_192.jpg, IMG/right_2016_12_10_14_38_50_192.jpg, 0, 0, 0, 1.780233
IMG/center_2016_12_10_14_38_50_293.jpg, IMG/left_2016_12_10_14_38_50_293.jpg, IMG/right_2016_12_10_14_38_50_293.jpg, 0, 0, 0, 1.767288
IMG/center_2016_12_10_14_38_50_398.jpg, IMG/left_2016_12_10_14_38_50_398.jpg, IMG/right_2016_12_10_14_38_50_398.jpg, 0, 0, 0, 1.754475
IMG/center_2016_12_10_14_38_50_536.jpg, IMG/left_2016_12_10_14_38_50_536.jpg, IMG/right_2016_12_10_14_38_50_536.jpg, 0, 0, 0, 1.736752
IMG/center_2016_12_10_14_38_50_652.jpg, IMG/left_2016_12_10_14_38_50_652.jpg, IMG/right_2016_12_10_14_38_50_652.jpg, -0.1425451, 0, 0, 1.717574
IMG/center_2016_12_10_14_38_50_754.jpg, IMG/left_2016_12_10_14_38_50_754.jpg, IMG/right_2016_12_10_14_38_50_754.jpg, -0.1373162, 0, 0, 1.698682
IMG/center_2016_12_10_14_38_50_859.jpg, IMG/left_2016_12_10_14_38_50_859.jpg, IMG/right_2016_12_10_14_38_50_859.jpg, 0, 0, 0, 1.686056
IMG/center_2016_12_10_14_38_50_973.jpg, IMG/left_2016_12_10_14_38_50_973.jpg, IMG/right_2016_12_10_14_38_50_973.jpg, 0, 0, 0, 1.671452
IMG/center_2016_12_10_14_38_51_074.jpg, IMG/left_2016_12_10_14_38_51_074.jpg, IMG/right_2016_12_10_14_38_51_074.jpg, 0, 0, 0, 1.659402
IMG/center_2016_12_10_14_38_51_179.jpg, IMG/left_2016_12_10_14_38_51_179.jpg, IMG/right_2016_12_10_14_38_51_179.jpg, -0.3140731, 0, 0, 1.634668
IMG/center_2016_12_10_14_38_51_320.jpg, IMG/left_2016_12_10_14_38_51_320.jpg, IMG/right_2016_12_10_14_38_51_320.jpg, -0.446691, 0, 0, 1.596044
IMG/center_2016_12_10_14_38_51_429.jpg, IMG/left_2016_12_10_14_38_51_429.jpg, IMG/right_2016_12_10_14_38_51_429.jpg, -0.1175759, 0, 0, 1.581992
IMG/center_2016_12_10_14_38_51_551.jpg, IMG/left_2016_12_10_14_38_51_551.jpg, IMG/right_2016_12_10_14_38_51_551.jpg, 0, 0.3100469, 0, 1.828668
IMG/center_2016_12_10_14_38_51_670.jpg, IMG/left_2016_12_10_14_38_51_670.jpg, IMG/right_2016_12_10_14_38_51_670.jpg, 0, 0, 0, 1.965172
IMG/center_2016_12_10_14_38_51_788.jpg, IMG/left_2016_12_10_14_38_51_788.jpg, IMG/right_2016_12_10_14_38_51_788.jpg, 0, 0.111726, 0, 2.014959
IMG/center_2016_12_10_14_38_51_913.jpg, IMG/left_2016_12_10_14_38_51_913.jpg, IMG/right_2016_12_10_14_38_51_913.jpg, 0, 0.06039029, 0, 2.334992
IMG/center_2016_12_10_14_38_52_039.jpg, IMG/left_2016_12_10_14_38_52_039.jpg, IMG/right_2016_12_10_14_38_52_039.jpg, 0.01194316, 0, 0, 2.295057
IMG/center_2016_12_10_14_38_52_175.jpg, IMG/left_2016_12_10_14_38_52_175.jpg, IMG/right_2016_12_10_14_38_52_175.jpg, 0, 0.134187, 0, 2.319479
IMG/center_2016_12_10_14_38_52_305.jpg, IMG/left_2016_12_10_14_38_52_305.jpg, IMG/right_2016_12_10_14_38_52_305.jpg, 0, 0.3400531, 0, 2.812885
IMG/center_2016_12_10_14_38_52_405.jpg, IMG/left_2016_12_10_14_38_52_405.jpg, IMG/right_2016_12_10_14_38_52_405.jpg, 0, 0.2391572, 0, 2.978375
IMG/center_2016_12_10_14_38_52_523.jpg, IMG/left_2016_12_10_14_38_52_523.jpg, IMG/right_2016_12_10_14_38_52_523.jpg, 0, 0.4263153, 0, 3.520255
IMG/center_2016_12_10_14_38_52_631.jpg, IMG/left_2016_12_10_14_38_52_631.jpg, IMG/right_2016_12_10_14_38_52_631.jpg, 0, 0.7519893, 0, 4.453717
IMG/center_2016_12_10_14_38_52_744.jpg, IMG/left_2016_12_10_14_38_52_744.jpg, IMG/right_2016_12_10_14_38_52_744.jpg, 0, 1, 0, 5.553044
IMG/center_2016_12_10_14_38_52_871.jpg, IMG/left_2016_12_10_14_38_52_871.jpg, IMG/right_2016_12_10_14_38_52_871.jpg, 0, 1, 0, 7.166018
IMG/center_2016_12_10_14_38_52_996.jpg, IMG/left_2016_12_10_14_38_52_996.jpg, IMG/right_2016_12_10_14_38_52_996.jpg, 0, 0.7998132, 0, 8.429159
IMG/center_2016_12_10_14_38_53_135.jpg, IMG/left_2016_12_10_14_38_53_135.jpg, IMG/right_2016_12_10_14_38_53_135.jpg, 0, 0.7793413, 0, 9.854973
